X;Y;OBJECTID;Comunidad_;Provincia;Codigo_in;Termino_M;Identifica;Nombre;Longitud;Grado_ocup;Paseo_mar;Condicione;Zona_fonde;Nudismo;Vegetacio;Bandera_az;Auxilio_y_;Señalizac;Autobus;Aparcamien;Aseos;Lavapies;Duchas
-573.529.999.958.085;435.729.999.993.108;497;"Asturias; Principado de";Asturias;33014;Carreño;382;Tranqueru;250;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-629.129.999.975.095;435.701.999.991.771;528;"Asturias; Principado de";Asturias;33021;Cudillero;413;La Barquera;250;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-615.949.999.963.016;435.662.999.990.413;530;"Asturias; Principado de";Asturias;33021;Cudillero;415;La Corvera;250;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;0;0;0;0;0
-56.380.999.996.267;435.491.999.988.819;548;"Asturias; Principado de";Asturias;33024;Gijón;435;Cervigón;250;Alto;1;Aguas tranquilas / Oleaje moderado;0;0;0;0;1;1;1;1;1; ;1
-48.244.999.997.112;434.357.999.987.811;572;"Asturias; Principado de";Asturias;33036;Llanes;459;Barro;250;Alto;0;Oleaje fuerte;0;0;1;0;1;0;0;1;1; ;1
-612.159.999.963.974;435.556.999.992.297;610;"Asturias; Principado de";Asturias;33039;Muros de Nalón;496;Campofrío;250;Medio;0;Oleaje fuerte;0;0;1;0;1;1;0;1;0;0;0
-558.959.999.965.792;435.465.999.990.846;622;"Asturias; Principado de";Asturias;33076;Villaviciosa;562;La Ñora;250;Alto;0;Oleaje fuerte;0;0;1;1;1;1;0;1;1;0;1
-172.911.000.003.991;280.465.999.992.997;626;Canarias;Santa Cruz de Tenerife;38003;Alajeró;566;La Negra;250;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;0;0;0;0;0
-654.249.999.986.532;435.491.999.988.819;674;"Asturias; Principado de";Asturias;33034;Valdés;552;Salinas;250;Alto;1;Oleaje moderado;0;0;1;0;1;1;0;0;1;0;1
-172.349.999.998.017;280.245.999.991.653;682;Canarias;Santa Cruz de Tenerife;38003;Alajeró;568;Ereses;250;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;0;0;0;0;0
-16.438.800.000.427;281.429.999.994.601;739;Canarias;Santa Cruz de Tenerife;38005;Arico;634;Los Abrigos;250;Medio;0;Aguas tranquilas;0;0;1;0;0;0;1;1;0; ;1
-16.366.700.000.303;283.404.999.995.157;762;Canarias;Santa Cruz de Tenerife;38011;Candelaria;659;La Viuda;250;Medio;0;Aguas tranquilas;0;0;1;0;1;0;1;1;0; ;0
-167.516.999.998.052;283.705.999.994.156;775;Canarias;Santa Cruz de Tenerife;38015;Garachico;674;Las Aguas;250;Medio;0;Oleaje moderado;0;0;1;0;0;0;1;0;0; ;0
171.150.000.006.568;412.101.999.988.474;788;Cataluña/Catalunya;Barcelona;8307;Vilanova i la Geltrú;950;Sant Gervasi;250;Alto;0;Aguas tranquilas;1;0;0;1;1;1;1;1;0; ;1
-165.593.999.996.215;284.129.999.992.178;819;Canarias;Santa Cruz de Tenerife;38028;Puerto de la Cruz;718;Playa Jardín;250;Alto;1;Oleaje moderado;0;0;1;1;1;1;1;1;1;1;1
-161.756.999.997.776;285.134.999.989.307;826;Canarias;Santa Cruz de Tenerife;38038;Santa Cruz de Tenerife;725;Las Gaviotas;250;Medio;0;Oleaje moderado;0;1;0;0;0;0;1;1;0; ;0
-162.534.999.999.239;285.704.999.993.835;838;Canarias;Santa Cruz de Tenerife;38038;Santa Cruz de Tenerife;740;Tamadite;250;Bajo;0;Oleaje fuerte;0;1;1;0;0;0;0;0;0;0;0
-361.419.999.977.498;434.967.999.992.407;898;Cantabria;Cantabria;39011;Bareyo;799;Cuberris;250;Alto;1;Oleaje fuerte / Ventosa;0;0;1;1;1;1;1;1;1;1;1
25.291.999.998.711;415.686.999.991.448;913;Cataluña/Catalunya;Barcelona;8032;Caldes d'Estrac;884;Platja del Bassiot;250;Medio;1;Aguas tranquilas;1;0;0;0;0;1;0;1;1; ;1
312.220.000.040.642;421.315.999.987.979;1006;Cataluña/Catalunya;Girona;17062;L'Escala;1022;El Portitxol;250;Medio;1;Oleaje moderado / Ventosa;1;0;1;0;1;1;1;1;1; ;1
312.169.999.991.591;421.339.999.989.565;1007;Cataluña/Catalunya;Girona;17062;L'Escala;1023;Les Muscleres;250;Alto;1;Oleaje moderado / Ventosa;1;0;1;0;1;1;1;1;1; ;1
282.390.000.043.906;416.904.999.993.835;1017;Cataluña/Catalunya;Girona;17095;Lloret de Mar;1034;Sa Boadella;250;Medio;0;Oleaje moderado;0;1;1;1;1;1;1;0;1;1;1
-0.053199999908343;385.651.999.987.847;1131;Comunitat Valenciana;Alicante/Alacant;3011;L'Alfàs del Pi;1241;La Mina;250;Bajo;0;Oleaje moderado;1;1;0;0;0;1;1;0;0;0;0
-529.750.000.020.333;358.892.999.994.219;1204;Ceuta;Ceuta;51001;Ceuta;1230;Cala del Sarchal;250;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-0.722300000000163;379.206.999.990.801;1251;Comunitat Valenciana;Alicante/Alacant;3099;Orihuela;1350;Cala Capitán;250;Alto;1;Aguas tranquilas;0;0;0;1;1;1;1;1;1;1;0
0.09410000014689;386.696.999.991.302;1263;Comunitat Valenciana;Alicante/Alacant;3041;Benissa;1272;La Llobella;250;Medio;0;Oleaje moderado;1;0;1;0;0;0;1;1;0;0;0
0.166800000320535;387.101.999.993.991;1267;Comunitat Valenciana;Alicante/Alacant;3042;Benitachell/el Poble Nou de Benitatxell;1276;Moraig;250;Alto;0;Oleaje moderado;1;1;1;1;1;1;0;1;0;1;0
0.130400000005002;38.687.199.998.876;1357;Comunitat Valenciana;Alicante/Alacant;3128;Teulada;1379;La Ampolla;250;Alto;1;Aguas tranquilas;0;0;1;1;1;1;1;1;1;1;0
0.461799999565797;404.541.999.988.336;1431;Comunitat Valenciana;Castellón/Castelló;12138;Vinaròs;1475;Playa de les Salines;250;Alto;0;Oleaje moderado;0;0;1;0;0;0;1;1;0; ;1
-896.690.000.005.205;4.322.509.999.896;1495;Galicia;A Coruña;15014;Cabana de Bergantiños;1614;Rebordelo;250;Medio;0;Oleaje moderado;0;0;1;0;1;1;1;1;0;1;1
-917.710.000.036.875;431.374.999.988.521;1508;Galicia;A Coruña;15016;Camariñas;1627;Area da Vila;250;Medio;1;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;1
-87.283.999.996.406;432.950.999.992.133;1530;Galicia;A Coruña;15019;Carballo;1635;Santa Mariña;250;Bajo;0;Oleaje moderado / Oleaje fuerte;0;0;1;0;0;0;1;0;0;0;0
-892.060.000.026.521;425.930.999.988.809;1589;Galicia;A Coruña;15067;A Pobra do Caramiñal;1554;Niñeiriños;250;Bajo;0;Aguas tranquilas;0;0;1;0;1;1;1;0;0;0;0
-913.709.999.975.548;428.912.999.988.793;1610;Galicia;A Coruña;15020;Carnota;1641;San Pedro;250;Bajo;1;Oleaje moderado - cuidado con corrientes;0;0;1;0;0;0;1;0;0;1;1
-921.890.000.023.257;431.036.999.993.733;1650;Galicia;A Coruña;15052;Muxía;1769;O Coido;250;Medio;1;Oleaje fuerte;0;0;0;0;0;0;1;1;0;0;0
-896.950.000.026.709;427.891.999.988.879;1729;Galicia;A Coruña;15053;Muros;1759;Parameán;250;Medio;0;Aguas tranquilas;0;0;1;0;1;1;1;0;0;1;1
-920.850.000.027.075;431.000.999.990.875;1746;Galicia;A Coruña;15052;Muxía;1768;Espiñeirido;250;Bajo;0;Oleaje moderado / Ventosa;0;0;1;0;0;0;1;0;1; ;1
-895.169.999.969.325;432.624.999.993.697;1784;Galicia;A Coruña;15068;Ponteceso;1810;A Hermida;250;Medio;0;Oleaje moderado;0;0;1;1;0;0;1;1;1; ;1
-886.190.000.035.115;425.549.999.988.782;1833;Galicia;Pontevedra;36901;A Illa de Arousa;2015;Riasón;250;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-885.939.999.969.521;425.566.999.992.093;1834;Galicia;Pontevedra;36901;A Illa de Arousa;2016;Ximeliño;250;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-723.339.999.996.348;435.674.999.992.922;1882;Galicia;Lugo;27005;Barreiros;1918;San Bartolo;250;Medio;1;Oleaje moderado;0;0;1;0;1;1;1;0;1;1;1
-724.399.999.994.185;435.637.999.993.606;1884;Galicia;Lugo;27005;Barreiros;1920;Anguieira;250;Medio;1;Aguas tranquilas;0;0;1;0;1;1;1;1;1;1;1
-737.379.999.989.724;436.739.999.990.884;1901;Galicia;Lugo;27902;Burela;1938;A Marosa;250;Medio;1;Oleaje moderado;0;0;1;1;1;1;1;1;1;1;1
-740.550.000.027.322;436.824.999.988.894;1902;Galicia;Lugo;27013;Cervo;1939;Rueta;250;Bajo;0;Oleaje moderado;0;0;1;0;0;1;0;0;0;1;1
-743.859.999.986.665;436.976.999.989.093;1904;Galicia;Lugo;27013;Cervo;1941;Cubelas;250;Alto;1;Oleaje moderado;1;0;1;0;1;1;1;1;1;1;1
-882.999.999.995.863;425.717.999.990.217;1961;Galicia;Pontevedra;36061;Vilanova de Arousa;2001;A Braña;250;Medio;0;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;1
-883.010.000.041.606;425.690.999.988.226;1962;Galicia;Pontevedra;36061;Vilanova de Arousa;2002;A Igrexa;250;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;0
-886.800.000.040.647;425.272.999.993.785;2002;Galicia;Pontevedra;36901;A Illa de Arousa;2036;Lombreira;250;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-884.320.000.015.204;424.963.999.993.182;2036;Galicia;Pontevedra;36022;O Grove;2056;Playa de San Marcial;250;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-891.639.999.991.787;424.762.999.989.071;2047;Galicia;Pontevedra;36022;O Grove;2067;Piñeirón;250;Bajo;0;Oleaje moderado / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-893.049.999.973.652;424.546.999.992.955;2054;Galicia;Pontevedra;36022;O Grove;2078;Canelas;250;Bajo;1;Oleaje moderado / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-892.149.999.989.049;424.558.999.990.135;2058;Galicia;Pontevedra;36022;O Grove;2082;Buraco da Alondra;250;Medio;1;Oleaje moderado / Ventosa;0;0;1;0;0;0;1;0;0;0;1
-882.519.999.956.165;423.244.999.990.107;2135;Galicia;Pontevedra;36004;Bueu;2159;Lagos;250;Alto;1;Oleaje fuerte / Ventosa;0;0;1;1;1;1;1;1;1;1;1
-881.890.000.038.808;42.314.299.999.175;2136;Galicia;Pontevedra;36004;Bueu;2160;Area de Bon;250;Alto;1;Oleaje fuerte / Ventosa;1;0;1;1;1;1;1;1;1;1;1
-882.069.999.963.864;422.951.999.992.978;2146;Galicia;Pontevedra;36008;Cangas;2170;Menduiña;250;Alto;0;Aguas tranquilas;1;0;1;1;1;1;1;1;1;0;1
-882.140.000.014.567;422.874.999.993.175;2148;Galicia;Pontevedra;36008;Cangas;2172;Areacova;250;Alto;0;Aguas tranquilas;1;0;1;0;1;1;1;1;0;0;1
-878.690.000.043.644;421.994.999.990.482;2183;Galicia;Pontevedra;36057;Vigo;2212;Fontaíña;250;Alto;0;Oleaje moderado / Oleaje fuerte;1;0;1;1;1;1;1;0;1;0;1
397.829.999.979.448;400.507.999.991.614;2323;Illes Balears;Illes Balears;7015;Ciutadella de Menorca;2342;Cala del Pilar;250;Bajo;0;Oleaje moderado;0;0;0;0;0;1;0;1;0;0;0
142.130.000.031.907;387.888.999.989.413;2350;Illes Balears;Illes Balears;7024;Formentera;2381;Sa Torreta;250;Alto;0;Aguas tranquilas;1;1;1;0;0;0;0;0;0; ;0
148.000.000.023.316;387.009.999.992.318;2363;Illes Balears;Illes Balears;7024;Formentera;2394;Cala en Baster;250;Bajo;0;Oleaje moderado;1;1;0;0;0;0;0;0;0; ;0
425.829.999.959.578;39.982.499.998.777;2420;Illes Balears;Illes Balears;7032;Maó;2571;Cala Morella Nou;250;Bajo;0;Oleaje moderado;0;0;0;0;0;0;0;0;0;0;0
425.479.999.975.547;399.631.999.990.305;2421;Illes Balears;Illes Balears;7032;Maó;2572;Cala de Sa Torreta;250;Bajo;0;Oleaje moderado;1;0;0;0;0;0;0;0;0;0;0
257.339.999.993.342;395.318.999.993.338;2428;Illes Balears;Illes Balears;7011;Calvià;2510;Oratori de Portals;250;Alto;0;Aguas tranquilas;1;0;0;0;0;1;1;1;1; ;1
164.770.000.017.897;411.950.999.992.433;2445;Cataluña/Catalunya;Barcelona;8074;Cubelles;100809;Les Gavines;250;Medio;1;Aguas tranquilas / Ventosa;0;0;0;0;0;0;0;1;1; ;0
339.779.999.984.384;396.296.999.988.316;2487;Illes Balears;Illes Balears;7062;Son Servera;2469;Port Vell;250;Medio;0;Aguas tranquilas;1;0;1;0;0;0;1;0;0; ;0
332.030.000.017.154;397.560.999.992.237;2537;Illes Balears;Illes Balears;7006;Artà;2529;Cala Mata;250;Bajo;0;Oleaje moderado;1;1;1;0;0;0;1;1;0;0;0
-224.770.000.039.488;433.005.999.992.713;2569;País Vasco/Euskadi;Gipuzkoa;20081;Zumaia;2590;Santiago;250;Alto;0;Oleaje moderado;0;0;1;0;1;1;1;1;1;1;1
-0.734199999636899;3.766.409.999.903;2600;"Murcia; Región de";Murcia;30016;Cartagena;2807;Gollerón;250;Medio;0;Aguas tranquilas;1;0;1;0;0;0;1;0;0;0;0
-148.410.000.012.308;374.375.999.992.332;2648;"Murcia; Región de";Murcia;30003;Águilas;2657;Playa de Cope;250;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;1;0;0;0
-147.379.999.972.039;374.647.999.993.621;2652;"Murcia; Región de";Murcia;30003;Águilas;2664;El Saladar;250;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;1;0;0;0
-10.126.000.002.042;375.803.999.988.214;2755;"Murcia; Región de";Murcia;30016;Cartagena;2774;Parajola;250;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-155.533.999.999.632;27.765.299.999.322;2877;Canarias;Las Palmas;35019;San Bartolomé de Tirajana;2912;El Cochino;250;Alto;1;Aguas tranquilas;0;0;0;0;0;1;1;0;0;1;0
-156.385.999.998.231;277.505.999.990.014;2884;Canarias;Las Palmas;35019;San Bartolomé de Tirajana;2919;Montaña de Arena;250;Alto;0;Oleaje moderado;0;1;1;0;0;0;1;0;0;0;0
-142.129.000.000.385;282.426.999.993.215;2976;Canarias;Las Palmas;35015;Pájara;2998;La Pared;250;Bajo;0;Oleaje fuerte / Ventosa;0;0;0;0; ; ;0;0;0; ;0
-135.818.000.003.945;289.540.999.990.671;2996;Canarias;Las Palmas;35004;Arrecife;3018;La Concha;250;Medio;1;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;0
-134.423.999.996.452;29.216.299.999.358;3000;Canarias;Las Palmas;35010;Haría;3022;Caletón Blanco;250;Alto;0;Aguas tranquilas;0;1;1;0;0;0;1;1;0;0;0
-138.420.000.003.549;288.579.999.992.029;3076;Canarias;Las Palmas;35034;Yaiza;3103;Flamingo;250;Alto;1;Aguas tranquilas;0;0;0;0;0;0;1;1;1;1;1
-633.480.000.020.454;435.584.999.989.642;3117;"Asturias; Principado de";Asturias;33021;Cudillero;103306;El Aguaduz;250;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-137.603.000.003.352;288.676.999.990.531;3355;Canarias;Las Palmas;35034;Yaiza;203525;Barranco de las Pilas;250;Bajo;0;Aguas tranquilas;0;1;0;0;0;0;0;0;0;0;0
-137.746.999.997.296;288.512.999.995.917;3359;Canarias;Las Palmas;35034;Yaiza;203529;El Pasito;250;Bajo;0;Aguas tranquilas;0;1;0;0;0;0;0;0;0;0;0
-164.806.000.002.908;280.982.999.990.215;3391;Canarias;Santa Cruz de Tenerife;38005;Arico;203820;Las Maretas;250;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-189.970.000.035.949;369.623.999.992.249;3415;Andalucía;Almería;4032;Carboneras;400410;El Corral;250;Alto;0;Oleaje moderado;0;0;0;0;1;1;1;0;0;0;0
-384.430.000.039.004;367.535.999.988.378;3426;Andalucía;Málaga;29075;Nerja;343;La Caleta de Maro;250;Bajo;0;Oleaje moderado;1;0;1;0;0;0;1;0;0;0;0
-405.420.000.023.277;434.338.999.992.131;3483;Cantabria;Cantabria;39085;Suances;303902;La Tablía;250;Bajo;0;Oleaje fuerte / Ventosa;0;0;0;0;0;0;1;1;0;0;1
315.480.000.040.767;421.174.999.987.558;3495;Cataluña/Catalunya;Girona;17062;L'Escala;351708;Bol Roig;250;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
300.659.999.982.883;417.704.999.989.969;3507;Cataluña/Catalunya;Girona;17160;Sant Feliu de Guíxols;351712;Can Dell;250;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-882.679.999.969.396;42.489.699.999.148;3135;Galicia;Pontevedra;36006;Cambados;103626;Con de Xido;253;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-853.330.000.012.361;433.155.999.989.108;1460;Galicia;A Coruña;15005;Arteixo;1578;Valcobo;255;Alto;1;Oleaje moderado / Oleaje fuerte;0;0;1;1;1;1;1;1;1;1;1
-15.665.400.000.243;281.579.999.990.634;2841;Canarias;Las Palmas;35009;Gáldar;2870;Boca Barranco;255;Medio;1;Oleaje fuerte;0;0;0;0;0;1;1;1;0;0;0
-0.722200000441038;379.236.999.994.326;1132;Comunitat Valenciana;Alicante/Alacant;3099;Orihuela;1351;Cala del Bosque;258;Alto;1;Aguas tranquilas;0;0;0;1;1;1;1;1;1;1;0
236.350.000.009.072;414.896.999.991.491;59;Cataluña/Catalunya;Barcelona;8172;Premià de Mar;909;Bellamar;260;Alto;0;Aguas tranquilas;0;0;0;0;1;1;1;1;1; ;1
-195.490.000.043.327;369.228.999.990.999;153;Andalucía;Almería;4066;Níjar;76;Cala del Plomo;260;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;0;0;0;0
-45.774.999.999.442;433.927.999.989.924;488;"Asturias; Principado de";Asturias;33055;Ribadedeva;510;La Franca;260;Alto;1;Oleaje moderado;0;0;1;0;1;1;0;1;1; ;1
-16.598.000.000.119;280.281.999.990.883;823;Canarias;Santa Cruz de Tenerife;38035;San Miguel de Abona;722;San Blas;260;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;1;0; ;0
180.700.000.032.836;412.341.999.991.565;928;Cataluña/Catalunya;Barcelona;8270;Sitges;935;La Ribera;260;Alto;0;Aguas tranquilas;1;0;0;1;1;1;1;0;1; ;1
316.320.000.020.406;423.649.999.991.593;1011;Cataluña/Catalunya;Girona;17092;Llançà;1027;La Farella;260;Alto;0;Oleaje moderado;1;0;1;0;0;0;1;1;1;0;0
-0.753899999918714;37.876.699.999.287;1262;Comunitat Valenciana;Alicante/Alacant;3902;Pilar de la Horadada;1363;Cala del Rincón;260;Medio;1;Aguas tranquilas;0;0;0;0;0;0;1;0;0;1;0
-885.770.000.000.378;4.264.159.999.915;1484;Galicia;A Coruña;15011;Boiro;1603;Supicho;260;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-786.079.999.975.057;437.110.999.987.673;1531;Galicia;A Coruña;15901;Cariño;1636;Figueiras;260;Alto;0;Aguas tranquilas;1;0;0;0;0;0;1;0;0;0;0
-892.060.000.026.521;426.223.999.989.006;1594;Galicia;A Coruña;15067;A Pobra do Caramiñal;1559;Riveiriña;260;Medio;0;Aguas tranquilas;0;0;1;0;1;1;1;0;0;0;0
-825.980.000.041.069;43.481.199.999.268;1673;Galicia;A Coruña;15036;Ferrol;1698;A Graña;260;Medio;1;Aguas tranquilas;1;0;1;0;1;1;1;1;1;1;1
-828.809.999.960.717;433.826.999.992.363;1856;Galicia;A Coruña;15075;Sada;1884;San Pedro;260;Alto;0;Aguas tranquilas;0;0;0;0;1;1;1;1;1;1;1
-274.809.999.955.986;434.484.999.991.716;2609;País Vasco/Euskadi;Bizkaia;48017;Bermeo;2616;Arribolas;260;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;0;0;0;0;0
-157.310.999.998.377;280.636.999.989.557;2802;Canarias;Las Palmas;35001;Agaete;2829;Faneroque;260;Bajo;0;Oleaje fuerte / Ventosa;0;1;0;0;0;0;1;0;0;0;0
-157.987.000.000.387;278.575.999.989.746;2859;Canarias;Las Palmas;35012;Mogán;2893;Los Secos;260;Bajo;0;Aguas tranquilas;0;1;0;0;0;0;1;0;0; ;0
-153.958.000.004.035;280.314.999.995.615;2862;Canarias;Las Palmas;35016;Las Palmas de Gran Canaria;2896;Boca Barranco;260;Bajo;0;Ventosa / Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-153.767.000.001.713;280.064.999.995.341;2919;Canarias;Las Palmas;35026;Telde;2950;La Garita;260;Alto;1;Oleaje fuerte / Ventosa;0;0;0;1;1;1;1;0;0;1;1
-138.598.000.000.304;288.611.999.988.383;3079;Canarias;Las Palmas;35034;Yaiza;3106;Montaña Roja;260;Alto;1;Aguas tranquilas;0;0;0;0;0;0;1;0;0;0;0
-165.635.000.004.098;284.107.999.990.963;3377;Canarias;Santa Cruz de Tenerife;38028;Puerto de la Cruz;203806;Playa Punta Brava;260;Alto;1;Oleaje moderado;0;0;1;0;0;0; ;1;1;1;1
-731.890.000.029.744;436.206.999.989.498;1890;Galicia;Lugo;27019;Foz;1927;Area da Fame;265;Medio;1;Oleaje moderado;0;0;1;1;1;1;1;1;0;1;1
-147.749.999.957.725;374.579.999.988.885;2592;"Murcia; Región de";Murcia;30003;Águilas;2661;Playa Rambla Elena;265;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;1;0;0;0
-0.754400000409229;378.735.999.991.814;1344;Comunitat Valenciana;Alicante/Alacant;3902;Pilar de la Horadada;1364;Calas de Rocamar;269;Medio;0;Aguas tranquilas;0;0;1;1;0;1;1;0;0;1;0
263.049.999.971.517;416.034.999.992.851;123;Cataluña/Catalunya;Barcelona;8235;Sant Pol de Mar;922;El Morer;270;Medio;0;Aguas tranquilas;1;0;0;0;0;1;0;0;1; ;1
-456.930.000.016.436;365.774.999.989.198;203;Andalucía;Málaga;29025;Benalmádena;262;Torremuelle;270;Bajo;0;Oleaje moderado / Fondo rocoso;0;0;1;0;1;0;1;1;1;1;1
-647.319.999.997.287;435.632.999.989.515;651;"Asturias; Principado de";Asturias;33034;Valdés;529;Bozo;270;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
316.089.999.956.469;424.269.999.989.905;1053;Cataluña/Catalunya;Girona;17138;Portbou;1066;Portbou;270;Alto;1;Oleaje moderado / Ventosa;1;0;0;0;0;1;1;1;1;1;1
-0.762499999731649;378.468.999.989.153;1256;Comunitat Valenciana;Alicante/Alacant;3902;Pilar de la Horadada;1357;El Mojón;270;Medio;1;Aguas tranquilas;0;0;0;0;0;0;1;0;0;1;0
-0.36380000044383;384.474.999.988.745;1313;Comunitat Valenciana;Alicante/Alacant;3050;El Campello;1310;Cala del Morro Blanc;270;Medio;0;Aguas tranquilas;1;0;1;0;1;1;1;0;0;0;0
-0.51030000043291;382.239.999.987.474;1354;Comunitat Valenciana;Alicante/Alacant;3121;Santa Pola;1376;Cala de la Ermita;270;Alto;0;Oleaje moderado;0;0;1;0;0;1;1;1;0;0;0
-918.490.000.011.553;431.638.999.992.926;1504;Galicia;A Coruña;15016;Camariñas;1623;Area Longa;270;Bajo;0;Ventosa;0;0;1;0;0;0;0;1;0;0;0
-821.180.000.003.409;433.978.999.992.763;1656;Galicia;A Coruña;15069;Pontedeume;1815;Ber;270;Medio;0;Oleaje fuerte;0;0;1;0;0;0;1;1;1;0;1
-768.939.999.994.793;437.529.999.989.433;1697;Galicia;A Coruña;15044;Mañón;1724;Vilela;270;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;0;0;0;0
-724.800.000.027.268;435.719.999.993.304;1885;Galicia;Lugo;27019;Foz;1921;A Rapadoira;270;Alto;1;Oleaje moderado;0;0;1;1;1;1;1;1;1;1;1
-735.030.000.019.944;436.490.999.990.844;1898;Galicia;Lugo;27902;Burela;1935;Perdouro;270;Bajo;1;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-893.249.999.990.195;423.739.999.990.013;2139;Galicia;Pontevedra;36004;Bueu;2163;Area dos Cans;270;Medio;0;Aguas tranquilas;1;0;1;0;0;0;1;0;0;0;0
-878.100.000.039.763;422.031.999.990.056;2181;Galicia;Pontevedra;36057;Vigo;2210;A Calzoa;270;Alto;0;Oleaje moderado / Oleaje fuerte;0;0;1;0;1;1;1;1;1;0;1
130.660.000.026.509;389.726.999.993.218;2349;Illes Balears;Illes Balears;7046;Sant Antoni de Portmany;2380;San Antonio;270;Alto;1;Aguas tranquilas;1;0;0;0;1;1;1;1;1; ;1
293.689.999.990.328;391.439.999.993.479;2397;Illes Balears;Illes Balears;7040;Palma de Mallorca;2432;Cas Pages;270;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;0;0;0;0;0
-154.910.000.010.907;374.115.999.990.437;2640;"Murcia; Región de";Murcia;30003;Águilas;2649;Playa del Cigarro;270;Medio;0;Oleaje moderado;0;0;1;0;0;0;1;1;0;0;0
-153.742.000.004.137;279.963.999.992.437;2921;Canarias;Las Palmas;35026;Telde;2952;El Hombre;270;Alto;1;Oleaje fuerte / Ventosa;0;0;0;0;0;1;1;1;0;0;0
-141.566.000.003.229;284.017.999.995.481;2979;Canarias;Las Palmas;35015;Pájara;3001;Ajuy;270;Medio;0;Oleaje fuerte / Ventosa;1;0;0;0; ; ;1;0;0; ;0
-135.215.999.999.072;292.636.999.990.856;3346;Canarias;Las Palmas;35024;Teguise;203516;Playa Baja del Ganado;270;Bajo;0;Oleaje fuerte / Ventosa;0;1;0;0;0;0;0;0;0;0;0
-178.993.000.003.949;2.857.239.999.888;874;Canarias;Santa Cruz de Tenerife;38024;Los Llanos de Aridane;766;El Charco Verde;271;Medio;1;Oleaje moderado;1;0;0;1;1;1;1;1;0;1;1
176.659.999.968.203;412.207.999.988.198;124;Cataluña/Catalunya;Barcelona;8270;Sitges;925;Platja de L'Home Mort;275;Alto;0;Aguas tranquilas;0;1;1;0;0;0;1;0;1; ;0
-533.429.999.965.363;358.795.999.990.717;1201;Ceuta;Ceuta;51001;Ceuta;1227;Miramar;275;Medio;0;Oleaje moderado;1;0;0;0;1;1;1;0;1; ;1
-886.680.000.030.723;422.515.999.991.841;1831;Galicia;Pontevedra;36008;Cangas;1964;Melide;275;Medio;0;Oleaje moderado / Ventosa;1;0;1;1;1;1;1;1;1;0;1
-718.269.999.981.272;435.608.999.992.397;1877;Galicia;Lugo;27005;Barreiros;1913;As Pasadas;275;Medio;1;Oleaje moderado;0;0;1;0;1;1;1;1;1;1;1
-729.470.000.009.261;435.932.999.987.667;1888;Galicia;Lugo;27019;Foz;1924;Pampillosa;275;Bajo;1;Oleaje moderado;0;0;1;0;1;1;1;1;1;1;1
-733.220.000.004.993;436.267.999.988.196;1894;Galicia;Lugo;27019;Foz;1931;San Pedro de Cangas;275;Bajo;1;Oleaje moderado;0;0;1;0;0;0;1;1;0;0;0
262.080.000.026.041;41.599.599.999.073;3230;Cataluña/Catalunya;Barcelona;8235;Sant Pol de Mar;200808;Sant Pol;275;Bajo;0;Aguas tranquilas;1;0;0;0;0;0;1;0;1; ;0
