X;Y;OBJECTID;Comunidad_;Provincia;Codigo_in;Termino_M;Identifica;Nombre;Longitud;Grado_ocup;Paseo_mar;Condicione;Zona_fonde;Nudismo;Vegetacio;Bandera_az;Auxilio_y_;Señalizac;Autobus;Aparcamien;Aseos;Lavapies;Duchas
149.679.999.982.597;390.982.999.991.475;2301;Illes Balears;Illes Balears;7050;Sant Joan de Labritja;2320;Cala Xarraca;90;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;1;1; ;1
423.980.000.031.151;398.165.999.989.953;2307;Illes Balears;Illes Balears;7052;Sant Lluís;2326;Binibeca Nou;90;Alto;0;Aguas tranquilas;1;0;1;1;1;0;1;1;0; ;0
401.619.999.978.489;40.055.299.998.736;2342;Illes Balears;Illes Balears;7037;Es Mercadal;2361;Cala Calderer;90;Bajo;0;Oleaje fuerte;0;1;1;0;0;0;0;0;0;0;0
0.496799999765539;40.494.499.999.275;2471;Comunitat Valenciana;Castellón/Castelló;12138;Vinaròs;101216;Cala del Pinar o del Faralló;90;Alto;0;Oleaje moderado;0;0;0;0;0;0;1;1;0; ;1
325.759.999.992.662;394.097.999.987.727;2476;Illes Balears;Illes Balears;7022;Felanitx;2458;Cala Marçal;90;Alto;0;Aguas tranquilas;1;0;0;1;1;1;1;1;0;0;1
258.829.999.981.829;397.181.999.991.224;2516;Illes Balears;Illes Balears;7063;Valldemossa;2504;Port de Valldemossa;90;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;1;0; ;0
254.620.000.037.879;396.987.999.990.144;2554;Illes Balears;Illes Balears;7007;Banyalbufar;2550;Son Bunyola;90;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
254.030.000.033.999;396.986.999.989.942;2555;Illes Balears;Illes Balears;7007;Banyalbufar;2551;Es Corral Fals;90;Bajo;0;Oleaje moderado;0;1;1;0;0;0;0;0;0;0;0
-138.890.000.033.437;375.256.999.992.407;2705;"Murcia; Región de";Murcia;30026;Mazarrón;2724;El Palomarico;90;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-13.286.999.998.471;37.561.799.999.191;2718;"Murcia; Región de";Murcia;30026;Mazarrón;2737;Cueva Lobos;90;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-131.849.999.990.179;375.623.999.990.952;2720;"Murcia; Región de";Murcia;30026;Mazarrón;2739;El Rincón;90;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-139.700.000.001.614;287.316.999.988.234;2939;Canarias;Las Palmas;35014;La Oliva;2970;Punta Blanca;90;Bajo;0;Ventosa / Aguas tranquilas;0;1;0;0;0;0;0;0;0;0;0
-136.680.999.998.963;289.189.999.990.728;3047;Canarias;Las Palmas;35028;Tías;3079;Pila de la Barrilla;90;Medio;1;Aguas tranquilas;0;0;0;1;1;1;1;1;1;1;1
-137.159.000.002.564;290.812.999.989.796;3050;Canarias;Las Palmas;35029;Tinajo;3082;Teneza;90;Bajo;0;Oleaje fuerte / Ventosa;0;0;0;0;0;0;0;1;0;0;0
-878.769.999.960.429;422.528.999.990.931;3127;Galicia;Pontevedra;36008;Cangas;103606;Massó;90;Bajo;1;Aguas tranquilas;0;0;0;0;0;0;1;0;0;0;0
-868.089.999.975.452;422.634.999.992.235;3167;Galicia;Pontevedra;36057;Vigo;103656;Mende;90;Medio;1;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;0
397.230.000.019.655;399.339.999.990.231;3198;Illes Balears;Illes Balears;7023;Ferreries;200710;Cala Mitjana;90;Alto;0;Aguas tranquilas;0;0;1;0;0;1;0;1;0;0;0
-894.690.000.019.459;432.157.999.987.461;3254;Galicia;A Coruña;15014;Cabana de Bergantiños;201513;O Lodeiro;90;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;0
-134.213.000.001.459;291.998.999.995.223;3338;Canarias;Las Palmas;35010;Haría;203508;Punta Prieta;90;Bajo;0;Ventosa / Oleaje moderado;0;1;1;0;0;0;1;0;0;0;0
-163.677.999.999.448;283.584.999.994.621;3381;Canarias;Santa Cruz de Tenerife;38011;Candelaria;203810;Olegario;90;Alto;0;Oleaje moderado;0;0;0;0;0;0;1;1;0;0;0
-882.120.000.012.912;422.549.999.987.585;1930;Galicia;Pontevedra;36008;Cangas;1969;Temperáns;93;Bajo;0;Oleaje moderado / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-732.169.999.963.069;436.235.999.991.037;1892;Galicia;Lugo;27019;Foz;1929;Orxal;94;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
0.717600000060603;408.135.999.992.848;1105;Cataluña/Catalunya;Tarragona;43906;L'Ampolla;1130;Els Capellans;95;Bajo;1;Aguas tranquilas;1;0;1;0;0;0;0;1;0; ;1
-853.020.000.031.636;433.175.999.987.381;1459;Galicia;A Coruña;15005;Arteixo;1577;La Hucha;95;Alto;1;Oleaje moderado;0;0;1;1;1;1;1;1;1;0;1
-833.910.000.023.187;433.686.999.990.495;1760;Galicia;A Coruña;15058;Oleiros;1786;Canide;95;Bajo;0;Aguas tranquilas / Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-157.070.000.000.903;281.075.999.990.062;2808;Canarias;Las Palmas;35001;Agaete;2835;Turman;95;Bajo;0;Ventosa / Oleaje moderado;0;0;0;0;0;1;1;0;0;0;0
-736.469.999.959.376;436.713.999.990.174;1900;Galicia;Lugo;27902;Burela;1937;Ril;96;Medio;1;Aguas tranquilas;0;0;1;1;1;1;1;1;0;1;1
-885.159.999.994.842;423.027.999.991.195;2106;Galicia;Pontevedra;36008;Cangas;2188;O Portal;96;Bajo;0;Oleaje moderado / Ventosa;1;0;1;0;0;0;1;0;0;0;0
-0.410199999789793;383.524.999.990.474;1225;Comunitat Valenciana;Alicante/Alacant;3014;Alacant/Alicante;1253;Cala de la Palmera;98;Medio;0;Oleaje moderado;0;0;1;0;0;0;1;1;0;0;0
-882.630.000.010.177;421.210.999.992.695;3089;Galicia;Pontevedra;36035;Nigrán;103671;Castaño;99;Bajo;1;oleaje moderado;0;0;1;0;0;0;1;1;0;0;0
-249.419.999.967.136;3.682.859.999.905;16;Andalucía;Almería;4013;Almería;26;San Telmo;100;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;0;0;0;0;0
-163.765.999.997.743;282.922.999.990.571;26;Canarias;Santa Cruz de Tenerife;38020;Güímar;692;El Puertito;100;Alto;1;Aguas tranquilas;0;0;1;0;0;1;1;0;1; ;1
-173.140.000.036.404;372.852.999.993.655;80;Andalucía;Almería;4035;Cuevas del Almanzora;41;Embarcadero Viejo;100;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;0;0;0;0
176.349.999.987.478;412.199.999.988.035;125;Cataluña/Catalunya;Barcelona;8270;Sitges;926;Platja de la Desenrocada;100;Alto;0;Aguas tranquilas;0;1;0;0;0;0;1;0;1; ;0
-211.889.999.962.389;367.363.999.987.987;149;Andalucía;Almería;4066;Níjar;72;Cala de los Amarillos;100;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;0;0;0;0
-449.009.999.990.227;433.938.999.990.084;196;Cantabria;Cantabria;39095;Val de San Vicente;865;Aramal;100;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;0;0;0;0
-337.089.999.986.484;43.412.699.998.817;295;Cantabria;Cantabria;39036;Liendo;812;San Julián;100;Bajo;0;Oleaje moderado;0;0;0;0;0;1;0;1;0;0;0
-394.480.000.016.795;434.691.999.987.545;302;Cantabria;Cantabria;39052;Piélagos;821;Somocuevas;100;Bajo;0;Oleaje moderado;0;1;0;0;1;1;1;1;0;0;0
-409.840.000.029.508;434.242.999.990.617;335;Cantabria;Cantabria;39076;Santillana del Mar;854;Santa Justa;100;Bajo;1;Oleaje moderado / Ventosa;0;0;0;0;0;0;1;1;1;0;1
-362.470.000.019.422;367.420.999.993.899;361;Andalucía;Granada;18173;Salobreña;223;El Cambrón;100;Bajo;0;Oleaje moderado;1;0;1;0;0;0;1;0;0;0;0
-387.399.999.970.228;367.456.999.988.296;447;Andalucía;Málaga;29075;Nerja;340;El Chorrillo;100;Alto;0;Oleaje moderado;1;0;1;0;0;0;1;0;0;0;0
-457.150.000.034.631;433.932.999.990.418;487;"Asturias; Principado de";Asturias;33055;Ribadedeva;509;El Oso;100;Bajo;0;Oleaje fuerte / Ventosa;0;0;1;0;0;0;0;0;0;0;0
-475.319.999.965.334;434.225.999.988.912;579;"Asturias; Principado de";Asturias;33036;Llanes;466;El Sablón;100;Alto;1;Oleaje moderado;0;0;0;0;1;1;0;1;1; ;1
-457.809.999.999.384;433.959.999.987.818;583;"Asturias; Principado de";Asturias;33036;Llanes;469;La Acacia;100;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-481.589.999.989.826;434.381.999.993.083;588;"Asturias; Principado de";Asturias;33036;Llanes;474;La Tayada;100;Medio;0;Oleaje fuerte;0;0;1;0;1;0;0;0;0;0;0
-480.879.999.976.021;434.312.999.988.242;589;"Asturias; Principado de";Asturias;33036;Llanes;475;Las Cámaras;100;Alto;1;Oleaje fuerte;0;0;1;0;1;0;0;1;0;0;1
-485.560.000.003.756;434.436.999.993.647;593;"Asturias; Principado de";Asturias;33036;Llanes;479;Pestaña;100;Medio;0;Oleaje fuerte;0;0;1;0;0;0;0;0;0;0;0
-474.020.000.037.482;434.150.999.991.867;595;"Asturias; Principado de";Asturias;33036;Llanes;481;Portiellu de Cué;100;Medio;0;Oleaje moderado;0;1;1;0;0;0;0;0;0;0;0
-482.269.999.956.235;434.356.999.993.297;601;"Asturias; Principado de";Asturias;33036;Llanes;487;Sorraos;100;Alto;0;Oleaje fuerte;0;0;1;0;0;0;0;0;1;0;1
-611.410.000.036.693;435.544.999.989.476;617;"Asturias; Principado de";Asturias;33039;Muros de Nalón;503;Xilo;100;Medio;0;Oleaje moderado;0;0;1;0;1;0;1;1;0;0;0
-539.969.999.967.267;435.446.999.990.323;624;"Asturias; Principado de";Asturias;33076;Villaviciosa;564;Tazones;100;Medio;1;Aguas tranquilas;1;0;0;0;1;0;0;1;0;0;1
-505.540.000.039.244;434.641.999.991.362;635;"Asturias; Principado de";Asturias;33056;Ribadesella;513;La Atalaya;100;Bajo;0;Oleaje moderado / Ventosa;0;0;0;0;1;0;0;1;1;0;1
-167.822.999.996.411;281.273.999.992.393;716;Canarias;Santa Cruz de Tenerife;38001;Adeje;615;Ajabo;100;Medio;1;Aguas tranquilas;0;0;1;0;1;0;1;1;1;1;1
-164.274.999.999.416;281.887.999.991.706;745;Canarias;Santa Cruz de Tenerife;38005;Arico;640;El Sombrerito;100;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-168.741.000.000.469;283.698.999.995.736;759;Canarias;Santa Cruz de Tenerife;38010;Buenavista del Norte;654;Las Mujeres;100;Bajo;1;Oleaje fuerte;0;0;1;0;0;0;1;1;0;0;0
-168.054.000.002.041;281.718.999.992.054;800;Canarias;Santa Cruz de Tenerife;38019;Guía de Isora;689;Abama;100;Bajo;1;Aguas tranquilas;0;0;1;0;0;1;1;0;1;1;1
-168.148.999.996.423;28.379.799.999.275;815;Canarias;Santa Cruz de Tenerife;38042;Los Silos;714;Charco de la Araña;100;Medio;1;Oleaje moderado;0;0;0;0;0;0;1;1;0; ;0
320.960.000.044.835;423.435.999.990.697;860;Cataluña/Catalunya;Girona;17140;El Port de la Selva;1011;Cala Tamariua;100;Medio;0;Oleaje moderado / Ventosa;0;1;1;0;0;0;1;1;0;0;0
-178.645.000.002.117;284.695.999.989.223;864;Canarias;Santa Cruz de Tenerife;38014;Fuencaliente de la Palma;755;Abadejos;100;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;1;0;0;0
-17.843.700.000.288;284.556.999.988.923;866;Canarias;Santa Cruz de Tenerife;38014;Fuencaliente de la Palma;757;El Faro;100;Bajo;0;Oleaje moderado / Ventosa;1;0;0;0;0;0;1;1;0; ;0
-179.165.999.995.799;285.908.999.993.157;870;Canarias;Santa Cruz de Tenerife;38024;Los Llanos de Aridane;762;Murgas;100;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;0;0;0;0
-178.896.000.000.418;28.553.799.999.184;875;Canarias;Santa Cruz de Tenerife;38024;Los Llanos de Aridane;767;El Remo;100;Medio;0;Oleaje moderado;1;0;0;0;0;1;1;1;0; ;1
-177.341.999.997.658;287.195.999.991.635;877;Canarias;Santa Cruz de Tenerife;38030;Puntallana;770;Martín Luis;100;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;0;0;1;1
-357.729.999.986.726;4.350.309.999.895;897;Cantabria;Cantabria;39006;Arnuero;798;La Arena;100;Medio;0;Oleaje moderado;0;0;0;1;1;1;1;1;1;1;1
-36.196.000.002.216;434.965.999.992.314;899;Cantabria;Cantabria;39011;Bareyo;800;Antuerta;100;Bajo;0;Oleaje fuerte / Ventosa;0;0;0;0;1;1;1;0;0;0;0
191.950.000.020.044;412.580.999.987.645;936;Cataluña/Catalunya;Barcelona;8270;Sitges;946;Cala Ginesta;100;Alto;0;Aguas tranquilas;1;0;1;0;0;0;1;1;0; ;0
328.540.000.042.922;422.857.999.992.476;953;Cataluña/Catalunya;Girona;17032;Cadaqués;976;Ses Oliveres;100;Bajo;0;Aguas tranquilas / Ventosa;1;0;1;0;0;0;1;1;0;0;0
316.269.999.971.354;423.905.999.993.846;980;Cataluña/Catalunya;Girona;17054;Colera;1004;Punta d'Es Borró;100;Bajo;0;Oleaje moderado;0;1;1;0;0;0;1;0;0;0;0
290.799.999.975.889;417.098.999.988.036;997;Cataluña/Catalunya;Girona;17202;Tossa de Mar;1096;Cala d'En Carles;100;Alto;0;Oleaje moderado;1;0;1;0;0;0;1;1;1;0;1
285.889.999.974.047;416.997.999.990.252;1021;Cataluña/Catalunya;Girona;17095;Lloret de Mar;1038;Sa Caleta;100;Alto;1;Oleaje moderado;1;0;0;0;1;1;1;0;1;1;1
287.359.999.960.879;417.017.999.990.745;1024;Cataluña/Catalunya;Girona;17095;Lloret de Mar;1041;La Tortuga;100;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
295.740.000.025.128;417.379.999.990.605;1037;Cataluña/Catalunya;Girona;17202;Tossa de Mar;1104;Cala de Sa Futadera;100;Bajo;0;Oleaje moderado;0;1;1;0;0;0;1;0;0;0;0
0.584999999873656;406.071.999.987.561;1086;Cataluña/Catalunya;Tarragona;43136;Sant Carles de la Ràpita;1111;El Faro;100;Alto;1;Oleaje moderado;0;0;0;0;0;0;1;1;1;1;1
0.586300000430324;406.085.999.988.551;1087;Cataluña/Catalunya;Tarragona;43136;Sant Carles de la Ràpita;1112;Senieta;100;Alto;1;Oleaje moderado;0;0;0;0;0;0;1;1;1;1;1
0.751499999720223;408.459.999.990.151;1111;Cataluña/Catalunya;Tarragona;43104;El Perelló;1137;Platja de l'Àliga;100;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;1;0; ;1
0.78170000042128;408.616.999.988.697;1114;Cataluña/Catalunya;Tarragona;43013;L'Ametlla de Mar;1140;Cala Santes Creus;100;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;1;0;0;0
0.818299999855063;408.954.999.990.629;1136;Cataluña/Catalunya;Tarragona;43013;L'Ametlla de Mar;1150;Chelin;100;Medio;1;Aguas tranquilas;0;0;1;0;0;0;0;1;0;1;0
0.832199999657197;409.120.999.990.018;1141;Cataluña/Catalunya;Tarragona;43013;L'Ametlla de Mar;1155;Sant Jordi;100;Alto;1;Aguas tranquilas;1;0;1;0;1;0;0;1;1;1;1
0.851499999905919;409.300.999.987.982;1144;Cataluña/Catalunya;Tarragona;43013;L'Ametlla de Mar;1158;Playa de Calafat;100;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;1;1; ;1
0.932399999859439;409.921.999.993.576;1149;Cataluña/Catalunya;Tarragona;43092;Mont-roig del Camp;1165;Punta del Riu;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;1;1;1;1; ;1
117.270.000.041.977;410.574.999.989.717;1170;Cataluña/Catalunya;Tarragona;43905;Salou;1194;El Reguerot de Claveguer;100;Bajo;0;Oleaje moderado;1;0;0;0;0;0;1;1;0;0;0
-0.060100000029848;385.693.999.993.023;1214;Comunitat Valenciana;Alicante/Alacant;3011;L'Alfàs del Pi;1242;Cala del Médico;100;Bajo;0;Oleaje moderado;1;1;0;0;0;1;1;0;0;0;0
-0.419999999701973;383.535.999.990.985;1224;Comunitat Valenciana;Alicante/Alacant;3014;Alacant/Alicante;1252;Cala Cantalars;100;Medio;1;Aguas tranquilas;1;1;1;0;0;0;1;0;0;0;0
0.155800000309076;386.982.999.992.391;1266;Comunitat Valenciana;Alicante/Alacant;3042;Benitachell/el Poble Nou de Benitatxell;1275;Llebeig;100;Medio;0;Aguas tranquilas;0;0;1;0;0;0;0;1;0;0;0
0.073300000223251;386.325.999.993.366;1289;Comunitat Valenciana;Alicante/Alacant;3047;Calp;1287;Cala del Penyal;100;Bajo;0;Oleaje moderado;0;1;1;0;0;0;1;0;0;0;0
-0.353300000024589;384.518.999.992.749;1315;Comunitat Valenciana;Alicante/Alacant;3050;El Campello;1312;Cala Piteras;100;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;1;0;0;0
0.232099999882161;387.364.999.990.429;1338;Comunitat Valenciana;Alicante/Alacant;3082;Jávea/Xàbia;1336;Cala de la Barra;100;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;0;0;0;0;0
-0.705199999933385;379.457.999.991.121;1359;Comunitat Valenciana;Alicante/Alacant;3133;Torrevieja;1381;Cala de las Piteras;100;Medio;1;Aguas tranquilas;0;0;1;1;1;1;1;1;1;1;0
0.470400000277062;404.632.999.987.481;1432;Comunitat Valenciana;Castellón/Castelló;12138;Vinaròs;1476;Playa del Clot;100;Alto;0;Aguas tranquilas;0;0;0;0;1;1;1;1;1; ;1
0.48539999972102;404.797.999.993.907;1436;Comunitat Valenciana;Castellón/Castelló;12138;Vinaròs;1480;Playa dels Cossis;100;Alto;0;Oleaje moderado;0;0;0;0;0;0;1;1;0; ;1
0.513699999815803;40.520.099.999.026;1442;Comunitat Valenciana;Castellón/Castelló;12138;Vinaròs;1486;Riu de la Sénia;100;Bajo;0;Oleaje moderado;0;1;1;0;0;0;0;1;0;0;0
-824.940.000.044.887;434.203.999.992.723;1448;Galicia;A Coruña;15004;Ares;1566;Estacas;100;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-847.790.000.003.329;433.524.999.990.563;1454;Galicia;A Coruña;15005;Arteixo;1572;El Matadero;100;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;0;0;0;0
-825.350.000.033.882;434.901.999.991.479;1473;Galicia;A Coruña;15036;Ferrol;1699;Os Olmos;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;1
-900.210.000.026.834;427.819.999.988.897;1476;Galicia;A Coruña;15053;Muros;1750;Area do Medio;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;1;1
-893.309.999.995.155;432.190.999.989.515;1493;Galicia;A Coruña;15014;Cabana de Bergantiños;1612;Navaliños;100;Bajo;1;Aguas tranquilas;1;0;1;0;1;0;1;1;0; ;1
-0.151999999994827;389.913.999.991.202;1546;Comunitat Valenciana;Valencia/València;46131;Gandia;1505;Venecia;100;Medio;0;Aguas tranquilas;0;0;1;0;1;1;1;1;1;0;1
-891.650.000.037.529;426.250.999.988.867;1596;Galicia;A Coruña;15067;A Pobra do Caramiñal;1561;La Poza;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-914.580.000.002.587;428.793.999.989.144;1612;Galicia;A Coruña;15020;Carnota;1643;Pedrullo;100;Bajo;0;Oleaje fuerte / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-913.920.000.037.833;428.034.999.990.127;1619;Galicia;A Coruña;15020;Carnota;1654;Tras de Punta;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-913.219.999.979.937;427.878.999.992.898;1625;Galicia;A Coruña;15020;Carnota;1660;Susiños;100;Bajo;0;Oleaje fuerte / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-915.519.999.990.499;429.142.999.993.454;1638;Galicia;A Coruña;15023;Cee;1673;Caneliñas;100;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;1;1;0;0;0
-821.770.000.007.289;433.911.999.990.524;1655;Galicia;A Coruña;15069;Pontedeume;1814;Paredes;100;Bajo;0;Oleaje moderado;1;0;1;0;0;0;1;0;0;0;0
-821.140.000.000.103;433.657.999.988.589;1702;Galicia;A Coruña;15048;Miño;1729;Lago;100;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;0
-91.117.000.003.497;427.558.999.990.728;1707;Galicia;A Coruña;15053;Muros;1734;Ancoradoiro;100;Medio;0;Aguas tranquilas;0;0;0;0;0;0;1;0;0;0;0
-901.319.999.983.889;427.911.999.989.614;1720;Galicia;A Coruña;15053;Muros;1747;Salgueiro;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-898.540.000.023.465;427.800.999.993.313;1724;Galicia;A Coruña;15053;Muros;1754;Fontenla;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-898.170.000.037.779;42.783.299.999.103;1725;Galicia;A Coruña;15053;Muros;1755;Somorto;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;1;1
-918.530.000.014.862;430.908.999.990.882;1742;Galicia;A Coruña;15052;Muxía;1764;O Coto;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-919.459.999.957.032;43.093.199.999.272;1744;Galicia;A Coruña;15052;Muxía;1766;Loureiro;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-833.799.999.969.175;433.766.999.992.502;1758;Galicia;A Coruña;15058;Oleiros;1784;Santa Ana;100;Bajo;1;Aguas tranquilas;0;0;0;0;1;0;1;1;0;1;1
-895.970.000.035.491;432.652.999.992.385;1782;Galicia;A Coruña;15068;Ponteceso;1808;Arnela;100;Medio;1;Oleaje moderado;0;0;1;0;0;0;1;1;1; ;1
-895.610.000.005.717;432.651.999.991.011;1783;Galicia;A Coruña;15068;Ponteceso;1809;O Osmo;100;Alto;1;Oleaje moderado;0;0;1;1;1;1;1;0;0; ;1
-895.619.999.961.626;427.461.999.990.604;1798;Galicia;A Coruña;15071;Porto do Son;1828;Pozo;100;Medio;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-900.929.999.996.551;427.140.999.988.319;1805;Galicia;A Coruña;15071;Porto do Son;1835;Fonforrón;100;Alto;0;Oleaje moderado / Ventosa;0;0;0;0;0;0;1;0;0;1;0
-885.400.000.014.692;423.059.999.988.637;1830;Galicia;Pontevedra;36008;Cangas;1963;Couso;100;Bajo;0;Oleaje moderado / Ventosa;1;0;1;0;0;0;1;0;0;0;0
-885.839.999.961.251;42.547.699.999.024;1832;Galicia;Pontevedra;36901;A Illa de Arousa;2014;O Vao;100;Medio;0;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;0
-809.429.999.974.852;436.541.999.988.548;1859;Galicia;A Coruña;15087;Valdoviño;1887;Graxal;100;Bajo;0;Oleaje fuerte / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-8.132.900.000.246;436.338.999.992.094;1864;Galicia;A Coruña;15087;Valdoviño;1892;Prados;100;Bajo;0;Oleaje fuerte / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-704.419.999.958.697;435.290.999.989.357;1873;Galicia;Lugo;27051;Ribadeo;1901;Os Bloques;100;Medio;1;Aguas tranquilas;1;0;1;0;1;1;0;1;1;1;1
-713.749.999.966.771;435.561.999.989.131;1875;Galicia;Lugo;27051;Ribadeo;1907;Os Castros;100;Alto;1;Oleaje fuerte;0;0;1;1;1;1;1;1;1;1;1
-732.080.000.000.541;436.225.999.988.867;1891;Galicia;Lugo;27019;Foz;1928;Xuncos;100;Bajo;0;Oleaje moderado;0;0;1;0;1;1;1;0;0;1;1
-7.343.800.000.111;436.426.999.989.777;1897;Galicia;Lugo;27902;Burela;1934;O Cantiño;100;Alto;1;Oleaje moderado;0;0;1;0;0;1;1;0;0;1;1
-750.319.999.981.951;437.220.999.990.972;1908;Galicia;Lugo;27025;Xove;1945;Sucastro;100;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-873.620.000.028.568;422.749.999.990.015;1942;Galicia;Pontevedra;36029;Moaña;1981;Mosqueira;100;Medio;1;Aguas tranquilas;1;0;0;0;0;0;1;1;0;0;1
-880.269.999.994.655;425.800.999.990.457;1954;Galicia;Pontevedra;36061;Vilanova de Arousa;1994;O Rial;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-881.289.999.989.182;425.763.999.991.579;1957;Galicia;Pontevedra;36061;Vilanova de Arousa;1997;Pozo de Mar;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-883.480.000.035.562;425.575.999.990.468;1963;Galicia;Pontevedra;36061;Vilanova de Arousa;2003;Ariño;100;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;0
-883.280.000.019.022;425.483.999.989.779;1970;Galicia;Pontevedra;36061;Vilanova de Arousa;2012;Cabalgada;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-886.349.999.958.516;42.565.599.999.033;1975;Galicia;Pontevedra;36901;A Illa de Arousa;2021;Chumbadeiro;100;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;1;0;0;0;0
-893.759.999.987.457;424.762.999.989.071;1977;Galicia;Pontevedra;36022;O Grove;2073;Pateiro;100;Bajo;0;Oleaje moderado / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-893.949.999.958.257;424.652.999.990.232;1979;Galicia;Pontevedra;36022;O Grove;2075;Barreiro;100;Medio;0;Oleaje moderado / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-872.269.999.961.834;424.211.999.989.528;1980;Galicia;Pontevedra;36041;Poio;2124;Ouriceira;100;Medio;0;Aguas tranquilas;0;0;0;0;0;0;1;0;0;0;1
-869.699.999.973.859;424.357.999.991.236;1984;Galicia;Pontevedra;36041;Poio;2128;Pinela;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-887.959.999.956.924;42.572.899.998.843;1990;Galicia;Pontevedra;36901;A Illa de Arousa;2024;O Naso;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-88.833.000.003.244;425.704.999.990.591;1991;Galicia;Pontevedra;36901;A Illa de Arousa;2025;Escarragadoira;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-886.859.999.955.778;425.559.999.990.374;1994;Galicia;Pontevedra;36901;A Illa de Arousa;2028;Camboa;100;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;1;0;0;0;0
-887.469.999.961.313;425.441.999.993.159;1998;Galicia;Pontevedra;36901;A Illa de Arousa;2032;Con Cerrado;100;Medio;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-88.617.999.998.937;425.458.999.993.089;2006;Galicia;Pontevedra;36901;A Illa de Arousa;2040;Camaxe;100;Medio;1;Aguas tranquilas;1;0;1;1;1;1;1;1;1;0;1
-8.829.399.999.909;42.470.899.999.134;2012;Galicia;Pontevedra;36006;Cambados;2046;Bico da Ran;100;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
